fair_row_id,Year,City,Country,Fair_name,event_year,in_treatment_window,lat,lon,geonameid,matched_name,matched_country_iso3,assigned_unit_type,assigned_unit_id,assigned_lau_id,fair_lau_iso2,fair_lau_name,europe_place_name,europe_country,europe_iso3,match_status
459,1953,St Louis,United States,"intended to commemorate the Louisiana Purchase's sesquicentennial, but never held",1953,FALSE,38.62727,-90.19789,4407066,St. Louis,USA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
460,1953,Manila,Philippines,"the Philippines International Fair of 1953, 1 February – 30 April 1953, to show off the recovery of the Philippines from WW2 and as the first democracy in the Far East",1953,FALSE,14.6042,120.9822,1701668,Manila,PHL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
461,1953,Jerusalem,Israel,International Exhibition and Fair Jerusalem Israel Conquest of the desert,1953,FALSE,31.76904,35.21633,281184,Jerusalem,ISR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
462,1953,Rome,Italy,Agricultural Exposition of Rome EA 53 Rome,1953,FALSE,41.89193,12.51133,3169070,Rome,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
463,1954,Naples,Italy,Oltremare Exhibition – Campi Flegrei,1954,FALSE,40.85216,14.26811,3172394,Naples,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
464,1954,Bogota,Colombia,First International Industry and Commerce Fair of Bogota,1954,FALSE,4.60971,-74.08175,3688689,Bogotá,COL,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
465,1954,Damascus,Syria,".mw-parser-output cite.citation{font-style:inherit;word-wrap:break-word}.mw-parser-output .citation q{quotes:""\""""""\""""""'""""'""}.mw-parser-output .citation:target{background-color:rgba(0,127,255,0.133)}.mw-parser-output .id-lock-free.id-lock-free a{background:url(""//upload.wikimedia.org/wikipedia/commons/6/65/Lock-green.svg"")right 0.1em center/9px no-repeat}.mw-parser-output .id-lock-limited.id-lock-limited a,.mw-parser-output .id-lock-registration.id-lock-registration a{background:url(""//upload.wikimedia.org/wikipedia/commons/d/d6/Lock-gray-alt-2.svg"")right 0.1em center/9px no-repeat}.mw-parser-output .id-lock-subscription.id-lock-subscription a{background:url(""//upload.wikimedia.org/wikipedia/commons/a/aa/Lock-red-alt-2.svg"")right 0.1em center/9px no-repeat}.mw-parser-output .cs1-ws-icon a{background:url(""//upload.wikimedia.org/wikipedia/commons/4/4c/Wikisource-logo.svg"")right 0.1em center/12px no-repeat}body:not(.skin-timeless):not(.skin-minerva) .mw-parser-output .id-lock-free a,body:not(.skin-timeless):not(.skin-minerva) .mw-parser-output .id-lock-limited a,body:not(.skin-timeless):not(.skin-minerva) .mw-parser-output .id-lock-registration a,body:not(.skin-timeless):not(.skin-minerva) .mw-parser-output .id-lock-subscription a,body:not(.skin-timeless):not(.skin-minerva) .mw-parser-output .cs1-ws-icon a{background-size:contain;padding:0 1em 0 0}.mw-parser-output .cs1-code{color:inherit;background:inherit;border:none;padding:inherit}.mw-parser-output .cs1-hidden-error{display:none;color:var(--color-error,#bf3c2c)}.mw-parser-output .cs1-visible-error{color:var(--color-error,#bf3c2c)}.mw-parser-output .cs1-maint{display:none;color:#085;margin-left:0.3em}.mw-parser-output .cs1-kern-left{padding-left:0.2em}.mw-parser-output .cs1-kern-right{padding-right:0.2em}.mw-parser-output .citation .mw-selflink{font-weight:inherit}@media screen{.mw-parser-output .cs1-format{font-size:95%}html.skin-theme-clientpref-night .mw-parser-output .cs1-maint{color:#18911f}}@media screen and (prefers-color-scheme:dark){html.skin-theme-clientpref-os .mw-parser-output .cs1-maint{color:#18911f}}""Damascus World Fair"".",1954,FALSE,33.5102,36.29128,170654,Damascus,SYR,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
466,1954-1955,São Paulo,Brazil,Fourth Centenary Exhibition,1954,FALSE,-23.5475,-46.63611,3448439,São Paulo,BRA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
467,1955,Turin,Italy,International Expo of Sport Turin 1955,1955,FALSE,45.07049,7.68682,3165524,Turin,ITA,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
468,1955,Helsingborg,Sweden,Helsingborg Exhibition 1955,1955,FALSE,56.04673,12.69437,2706767,Helsingborg,SWE,NA,NA,NA,NA,NA,NA,NA,NA,outside_1800_1900
