geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
rou,Romania,201300,202900,204500,206100,207700,209300,211000,212600,214300,216000,217900,219600,221300,223100,224800,226600,228300,230100,231900,233600,235400,237200,239100,240900,242700,244600,246400,248300,250200,252100,254000,255900,257800,259700,261700,263700,265600,267600,269700,271700,273700,275800,277800,279900,282000,284100,286100,288200,290300,292400,294500,289500,284300,279100,273700,268300,262700,257100,251900,251900,270800,276100,277900,265800,316800,306500,279100,284500,301800,309200,314800,308500,296600,303100,321900,366400,351600,338500,303000,359000,367000,406400,398100,424200,412800,432400,425900,416200,433000,417100,397900,439700,407800,426000,432700,450100,435600,462000,397700,458100,426000,434400,433800,449300,452600,435500,457100,474300,468600,482500,466800,508300,531000,520900,523200,502200,447000,392000,337200,282700,415200,474400,468200,464700,475100,462200,463300,460200,474700,472900,470000,467100,464200,461300,458400,455500,452600,449700,446800,443900,441000,438100,435200,432300,429400,426500,423600,420700,417800,414900,412000,419700,432200,438500,438800,433100,422100,406300,387300,367500,349700,336800,331200,334500,346200,364400,385400,405100,420300,429700,433500,433100,430900,429100,428000,427200,425600,422100,416100,407900,398600,389800,382900,378300,375700,373800,370300,363400,352100,336700,318100,298200,279200,262800,249900,240700,234700,230600,227400,224700,222200,220200,218800,218000,217400,216800,215600,213500,210500,206400,201600,196300,191200,186500,182400,178900
rus,Russia,1496000,1496000,1496000,1496000,1496000,1496000,1496000,1496000,1496000,1496000,1496000,1497000,1498000,1500000,1503000,1506000,1511000,1515000,1521000,1527000,1534000,1541000,1550000,1559000,1568000,1579000,1590000,1602000,1615000,1629000,1643000,1658000,1674000,1689000,1705000,1720000,1736000,1752000,1768000,1785000,1801000,1818000,1835000,1931000,1953000,1975000,1997000,2019000,2042000,2060000,2078000,2097000,2115000,2134000,2149000,2164000,2179000,2194000,2209000,2224000,2240000,2255000,2281000,2306000,2332000,2359000,2385000,2412000,2265000,2408000,2386000,2507000,2465000,2624000,2622000,2641000,2619000,2590000,2508000,2675000,2635000,2604000,2771000,2741000,2744000,2735000,2652000,2733000,2898000,2860000,2851000,3176000,2844000,3119000,3154000,3251000,3319000,3311000,3253000,3315000,3384000,3390000,3453000,3478000,3511000,3285000,3473000,3483000,3327000,3337000,3417000,3420000,3307000,3527000,3302000,3444000,3457000,3470000,3484000,3497000,3510000,3524000,3537000,3550000,3563000,3694000,3678000,3745000,3881000,3705000,3659000,3614000,3568000,3522000,3476000,3431000,3385000,3339000,3293000,3248000,3202000,3156000,3110000,3065000,3019000,2973000,2928000,2882000,2836000,2790000,2745000,2787000,2865000,2925000,2969000,2995000,3004000,2994000,2966000,2917000,2846000,2752000,2636000,2505000,2364000,2226000,2105000,2010000,1946000,1915000,1914000,1937000,1973000,2010000,2045000,2076000,2106000,2139000,2176000,2216000,2259000,2305000,2349000,2388000,2415000,2423000,2400000,2343000,2254000,2137000,1999000,1852000,1709000,1581000,1474000,1396000,1345000,1317000,1307000,1312000,1329000,1356000,1390000,1429000,1470000,1513000,1556000,1602000,1650000,1696000,1739000,1776000,1803000,1820000,1827000,1823000
rwa,Rwanda,45100,45100,45100,45100,45100,45100,45100,45100,45100,45100,45100,45110,45140,45180,45230,45300,45380,45480,45590,45710,45850,46000,46160,46340,46540,46740,46970,47200,47460,47720,48010,48300,48600,48900,49210,49510,49820,50130,50440,50750,51070,51380,51700,52020,52340,52670,52990,53320,53650,53980,54320,54700,55070,55450,55840,56220,56610,57000,57400,57790,58190,58600,59000,59410,59820,60230,60650,61070,61490,61910,62340,62770,63210,63630,64070,64520,64960,65400,65850,66310,66770,67220,67680,68150,68620,69090,69560,70040,70520,71010,71500,71990,72490,72990,73490,74000,74510,75020,75540,76060,76580,77110,77640,78170,78710,79250,79800,80340,80900,81450,82010,82580,83140,83720,84290,84870,85460,86050,86560,87100,87640,88180,88720,89280,89830,90380,91420,92340,93400,94340,95390,96450,97510,98560,99620,100700,101700,102800,103800,104900,105900,107000,108100,109100,110200,111200,112300,113300,114400,115400,116500,119300,124700,129700,134100,138100,141600,144600,147300,149600,151600,153400,155200,157200,159500,162200,165700,170000,175000,180800,187400,194800,202900,211500,220500,229700,239000,248500,258000,267500,277000,287000,297300,307800,317900,326400,332200,334500,333100,328400,321100,312400,303700,296400,291200,288900,289600,292800,297900,304400,312200,320600,329300,337700,345400,351900,356800,360300,362500,363600,363700,363200,362700,362300,362200,362600
sau,Saudi Arabia,98800,98800,98800,98800,98800,98800,98800,98800,98800,98800,98800,98800,98830,98860,98900,98950,99020,99090,99180,99270,99380,99490,99620,99760,99910,100100,100200,100400,100600,100800,101000,101300,101500,101700,101900,102200,102400,102600,102900,103100,103300,103500,103800,104000,104200,104500,104700,104900,105200,105400,105600,105900,106100,106300,106600,106800,107000,107200,107500,107700,107900,108200,108400,108700,108900,109200,109400,109700,110000,110200,110500,110800,111100,111400,111700,112000,112300,112600,113000,113300,113700,114000,114400,114700,115100,115400,115800,116100,116500,116800,117200,117500,117900,118300,118600,119000,119300,119700,120100,120400,120800,121200,121500,121900,122300,122700,123000,123400,123800,124200,124500,124900,125300,125700,126200,126700,127200,127700,128300,128800,129300,129900,130400,131000,131500,132100,132800,133700,134400,135200,136000,136900,137700,138600,139400,140300,141100,142000,142900,143700,144600,145400,146300,147100,148000,148800,149700,150500,151400,152200,153100,154500,157600,161100,164900,169200,173800,178800,184100,189800,195700,201900,208400,215100,222200,229600,237600,246200,255500,265500,276300,287700,299700,312300,325700,340400,356700,375000,395100,416600,438900,461200,482800,502800,520700,536100,548900,559400,567900,574500,579300,582400,583800,584000,583100,581300,578700,575500,571900,568500,565800,564700,565300,567800,572200,578100,585200,592800,600300,607000,612600,616700,619400,620600,620500,619100
sdn,Sudan,183100,183400,183600,183900,184100,184400,184600,184800,185100,185300,185600,185900,186200,186500,186800,187200,187700,188100,188600,189100,189600,190200,190800,191400,192100,192800,193500,194200,195000,195800,196700,197500,198400,199300,200200,201100,202000,202900,203800,204700,205600,206500,207400,208400,209300,210200,211200,212100,213000,214000,215000,215200,215400,215700,215900,216200,216400,216600,216900,217100,217300,217500,217800,218000,218200,218400,218600,218800,219000,219200,219400,219600,219800,220000,220200,220400,220600,220800,220900,221100,221300,221500,221600,221800,221900,222100,222300,222400,222600,222700,222900,223000,223100,223300,223400,223500,223700,223800,223900,224000,224100,224200,224300,224400,224500,224600,224700,224800,224900,225000,225000,225100,225200,225300,225300,225400,225400,225500,226800,227800,228800,229800,230900,231900,232900,234000,235000,236100,237100,238500,240200,241900,243600,245200,246900,248600,250300,252000,253700,255400,257100,258800,260400,262100,263800,265500,267200,268900,270600,272300,273900,276800,282800,289400,296500,304100,312300,320900,330200,339900,350300,361100,372500,384500,396900,409900,423400,437400,451800,466700,482100,497900,514400,531200,548500,566000,583600,601200,618800,636200,653200,669600,685400,700900,716600,733300,751800,772700,796300,822400,850800,880800,911500,942000,971600,1000000,1027000,1053000,1078000,1101000,1123000,1142000,1160000,1176000,1190000,1203000,1214000,1225000,1236000,1246000,1257000,1269000,1281000,1293000,1306000,1319000
sen,Senegal,40280,40280,40280,40280,40280,40280,40280,40280,40280,40280,40280,40300,40320,40360,40410,40480,40560,40650,40750,40870,41010,41150,41320,41490,41680,41880,42100,42330,42580,42840,43110,43400,43700,43990,44290,44580,44880,45190,45490,45800,46110,46420,46730,47040,47360,47680,48000,48320,48650,48980,49310,49650,50000,50360,50710,51070,51430,51790,52150,52520,52890,53260,53640,54020,54400,54780,55160,55550,55940,56340,56740,57140,57540,57930,58340,58750,59170,59580,60000,60420,60840,61260,61700,62130,62560,63000,63440,63880,64340,64790,65240,65700,66170,66630,67100,67570,68050,68530,69010,69500,69980,70480,70970,71470,71970,72480,72990,73490,74010,74530,75060,75580,76110,76650,77190,77730,78280,78830,79350,79890,80420,80970,81510,82060,82610,83170,84130,85100,86080,87060,88790,90510,92230,93950,95680,97400,99120,100800,102600,104300,106000,107700,109500,111200,112900,114600,116400,118100,119800,121500,123200,125100,128800,132600,136400,140300,144200,148200,152200,156300,160500,164800,169200,173700,178500,183400,188800,194400,200400,206600,213100,219700,226300,232800,239100,245100,250800,256200,261300,266200,271000,275800,280700,285800,291200,296900,302800,308900,315100,321400,327700,333900,340100,346300,352500,358800,365400,372300,379500,387300,395400,404000,412900,422200,431900,442400,454000,466800,480700,495300,510200,524500,537600,549100,559000,567300
sgp,Singapore,1153,1153,1151,1151,1151,1149,1149,1147,1147,1147,1145,1146,1149,1150,1155,1161,1166,1175,1183,1194,1206,1218,1234,1251,1267,1286,1306,1329,1353,1377,1405,1434,1462,1493,1524,1554,1586,1617,1651,1686,1718,1754,1791,1825,1863,1902,1939,1979,2017,2059,2101,2141,2185,2230,2273,2319,2363,2412,2461,2507,2559,2613,2665,2725,2788,2849,2918,2985,3061,3141,3219,3306,3397,3470,3570,3674,3778,3878,3992,4119,4249,4365,4504,1908,2001,2103,2209,2314,2430,2556,2688,2825,2969,3119,3276,3439,3610,3788,3974,4167,4369,4580,4791,5020,5233,5455,5685,5912,6160,6447,6746,7053,7378,7698,8092,8497,8920,9353,9796,10300,10970,11730,12630,13390,14400,15400,16550,17720,18960,20400,21730,23050,24380,25700,27030,28350,29680,31000,32320,33650,34970,36300,37620,38940,40270,41590,42920,44240,45570,46890,48220,49920,53110,55840,58100,59890,61220,62080,62470,62400,61880,60930,59610,57980,56180,54380,52740,51370,50290,49500,48890,48240,47390,46250,44850,43330,41890,40760,40100,39980,40400,41310,42550,43970,45480,47040,48650,50300,51970,53550,54920,55960,56590,56800,56580,55940,54930,53690,52340,51000,49780,48780,48030,47540,47310,47330,47550,47890,48260,48620,48940,49210,49460,49680,49890,50070
slb,Solomon Islands,2534,2534,2534,2534,2534,2534,2534,2534,2534,2534,2534,2534,2536,2537,2539,2542,2545,2549,2554,2559,2564,2570,2577,2584,2592,2601,2610,2619,2630,2640,2652,2664,2676,2688,2700,2712,2724,2737,2749,2761,2774,2786,2799,2812,2824,2837,2850,2863,2876,2889,2902,2908,2914,2920,2926,2932,2939,2945,2951,2957,2963,2969,2975,2981,2987,2993,2999,3005,3011,3017,3023,3029,3035,3041,3047,3053,3059,3065,3071,3077,3083,3089,3095,3100,3106,3112,3118,3124,3130,3135,3141,3147,3153,3159,3165,3170,3176,3182,3188,3193,3199,3205,3210,3216,3222,3227,3233,3238,3244,3250,3255,3261,3266,3272,3277,3283,3288,3294,3312,3327,3342,3357,3372,3387,3403,3418,3433,3449,3464,3480,3483,3486,3489,3492,3495,3498,3501,3504,3507,3510,3514,3517,3520,3523,3526,3529,3532,3535,3538,3541,3544,3601,3717,3839,3965,4097,4232,4372,4516,4663,4811,4962,5117,5279,5456,5661,5910,6209,6558,6949,7367,7793,8204,8583,8922,9212,9455,9663,9849,10020,10200,10380,10580,10790,11030,11280,11540,11800,12050,12290,12510,12720,12910,13100,13290,13480,13690,13920,14160,14430,14710,15020,15340,15670,15990,16290,16550,16770,16940,17060,17130,17160,17160,17140,17120,17100
sle,Sierra Leone,31780,31780,31780,31780,31780,31780,31780,31780,31780,31780,31780,31790,31810,31840,31880,31940,32000,32070,32150,32250,32350,32470,32590,32730,32880,33040,33210,33390,33590,33790,34010,34240,34470,34700,34930,35170,35400,35640,35880,36120,36360,36610,36850,37100,37350,37600,37850,38110,38360,38620,38880,39150,39430,39710,39990,40270,40560,40840,41130,41420,41710,42010,42310,42600,42910,43210,43510,43820,44130,44440,44760,45070,45390,45700,46030,46350,46680,47000,47340,47670,48010,48340,48680,49020,49370,49720,50070,50420,50770,51130,51490,51850,52220,52590,52960,53330,53710,54090,54470,54860,55240,55630,56020,56420,56820,57220,57620,58020,58430,58840,59260,59680,60100,60520,60950,61380,61810,62250,62660,63080,63500,63930,64360,64790,65220,65660,66100,66550,66990,67440,68550,69650,70750,71850,72960,74060,75160,76260,77370,78470,79570,80670,81780,82880,83980,85080,86190,87290,88390,89490,90600,91040,91960,92910,93910,94950,96020,97140,98290,99470,100700,101900,103200,104500,105800,107200,108700,110300,112000,113800,115800,117900,120200,122600,125200,128000,130900,134000,137200,140500,144000,147700,151600,155700,159800,163800,167500,170800,173600,175700,177200,178000,178100,177900,177500,177300,177700,178700,180700,183600,187500,192200,197500,203000,208500,213500,217700,221100,223600,225200,226200,226600,227000,227400,228200,229200
slv,El Salvador,10210,10210,10210,10210,10210,10210,10210,10210,10210,10210,10210,10210,10230,10240,10270,10300,10340,10390,10440,10500,10570,10640,10730,10820,10910,11020,11130,11250,11380,11510,11660,11810,11960,12120,12280,12440,12600,12760,12930,13100,13270,13450,13620,13810,13990,14180,14380,14570,14770,14980,15190,15400,15620,15840,16070,16300,16540,16780,17030,17280,17540,17800,18070,18340,18610,18890,19170,19450,19740,20040,20340,20640,20950,21240,21560,21880,22210,22520,22860,23200,23540,23880,24240,24600,24950,25320,25700,26070,26460,26850,27250,27660,28070,28490,28910,29340,29800,30280,30790,31320,34090,34640,35160,35810,36500,37230,37970,38680,39730,40800,41900,43020,44180,44770,45360,45950,46560,47160,49000,50900,52860,54880,56960,58290,59660,61060,62490,63960,65150,66360,68040,69710,71390,73060,74740,76410,78080,79760,81430,83110,84780,86460,88130,89800,91480,93150,94830,96500,98180,99850,101500,103000,105900,109000,112100,115200,118500,121700,125000,128300,131500,134600,137600,140400,143000,145500,147800,150200,152500,154900,157300,159700,162100,164300,166400,168100,169500,170400,170900,170900,170500,169800,169000,168000,167000,166100,165300,164500,163900,163300,162600,161800,160900,159700,158200,156300,153800,150900,147500,143700,139800,135700,131800,128000,124500,121400,118700,116200,113900,111900,110100,108600,107400,106500,105800,105300
som,Somalia,46910,46930,46950,46970,46990,47010,47030,47050,47070,47090,47110,47140,47190,47250,47320,47410,47510,47630,47760,47900,48060,48220,48410,48610,48820,49050,49300,49550,49830,50110,50420,50740,51060,51380,51700,52030,52360,52680,53020,53350,53690,54030,54370,54710,55060,55400,55750,56100,56460,56810,57170,57530,57880,58250,58610,58970,59340,59710,60080,60460,60830,61210,61590,61980,62360,62750,63140,63540,63930,64330,64730,65130,65540,65940,66350,66760,67180,67590,68010,68430,68860,69280,69710,70140,70580,71020,71460,71900,72340,72800,73250,73700,74160,74620,75090,75560,76030,76500,76980,77460,77940,78420,78910,79400,79890,80390,80890,81390,81900,82400,82920,83430,83950,84480,85000,85530,86060,86600,87150,87700,88250,88810,89370,89930,90500,91070,91890,92590,93420,94140,95030,95930,96820,97710,98610,99500,100400,101300,102200,103100,104000,104900,105800,106600,107500,108400,109300,110200,111100,112000,112900,113700,115300,117000,118800,120700,122700,124700,126900,129200,131600,134100,136700,139400,142300,145100,147700,150000,152200,154500,157400,161600,167400,175000,184300,195200,207400,220300,233200,245600,257000,266800,274900,281500,286500,290100,292700,294800,296800,299200,302000,305600,309700,314300,319500,325100,331100,337400,343900,350500,357400,364600,372100,380000,388100,396300,404100,411500,418400,424900,431200,437700,444800,452600,461300,470900
srb,Serbia,88370,88370,88370,88370,88370,88370,88370,88370,88370,88370,88370,88410,88480,88600,88750,88940,89160,89430,89740,90080,90470,90900,91360,91880,92430,93020,93650,94330,95050,95820,96630,97480,98340,99210,100100,101000,101900,102800,103700,104600,105500,106400,107400,108300,109300,110200,111200,112200,113200,114200,115200,115500,115800,116100,116400,116600,116900,117200,117500,117900,118200,118400,125900,133300,140800,142200,143600,145000,146500,147900,149400,149300,149200,149100,149000,148900,148800,148600,148400,148300,148100,149200,150400,151500,152700,153900,155100,156300,157500,158700,159900,162200,164500,166800,169100,171400,173800,176200,178700,181200,183700,180800,177900,174900,171900,168800,171800,174900,178000,181100,184300,174400,174800,175100,175100,175300,175300,175600,175800,175800,176000,176200,176100,176300,176500,176400,176600,176700,176500,176700,178100,179600,181000,182400,183900,185300,186800,188200,189700,191100,192600,194000,195400,196900,198300,199800,201200,202700,204100,205500,207000,202100,192800,184600,177200,170900,165500,161000,157400,154600,152500,151000,150000,149300,148800,148600,148700,149100,149800,150800,152100,153600,155300,157000,158700,160100,161200,162000,162300,162200,161600,160700,159500,158200,156800,155100,153100,150800,148100,145100,142100,139400,137000,135200,133800,132600,131300,129700,127400,124600,121100,117200,113200,109400,105800,102600,99970,97740,95890,94410,93260,92400,91760,91250,90810,90400
ssd,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120700,122100,125000,128000,131100,134200,137400,140700,144000,147400,150800,154400,157900,161500,165100,168800,172300,175800,179200,182500,185900,189200,192700,196300,200000,204000,208200,212700,217400,222300,227500,233100,239100,245400,251600,257200,261800,265000,266800,267100,266300,264800,263200,262100,261900,262900,265300,268800,273400,279100,285800,293500,301900,311000,320600,330700,341200,352300,363800,375600,387600,399600,411600,423500,434900,445800
stp,Sao Tome and Principe,983,983,983,983,983,983,983,983,983,983,983,983,984,985,987,988,991,993,996,999,1003,1007,1011,1016,1021,1027,1033,1039,1046,1053,1060,1068,1076,1084,1093,1101,1109,1117,1126,1134,1143,1151,1160,1168,1177,1186,1195,1204,1213,1222,1231,1241,1250,1259,1269,1279,1288,1298,1308,1318,1328,1338,1348,1359,1369,1379,1390,1400,1411,1422,1433,1443,1454,1465,1476,1488,1499,1510,1522,1533,1545,1556,1568,1580,1592,1604,1616,1628,1641,1653,1666,1678,1691,1704,1717,1730,1743,1756,1770,1783,1797,1810,1824,1838,1852,1866,1880,1894,1909,1923,1938,1952,1967,1982,1997,2012,2028,2043,2058,2074,2089,2105,2121,2137,2153,2169,2185,2201,2218,2235,2262,2289,2316,2343,2370,2398,2425,2452,2479,2506,2533,2560,2587,2614,2641,2669,2696,2723,2750,2777,2804,2810,2823,2839,2858,2879,2902,2926,2951,2973,2992,3004,3008,3003,2993,2979,2967,2962,2966,2984,3018,3069,3134,3210,3295,3386,3481,3575,3667,3755,3836,3911,3981,4047,4112,4174,4237,4300,4366,4435,4508,4586,4669,4756,4845,4937,5030,5122,5212,5299,5383,5462,5537,5609,5678,5747,5817,5890,5965,6042,6118,6189,6251,6305,6349,6385
sur,Suriname,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3670,3672,3674,3678,3684,3691,3699,3708,3719,3731,3745,3760,3777,3795,3814,3835,3857,3881,3907,3933,3962,3992,4022,4052,4083,4114,4145,4176,4208,4240,4272,4304,4337,4370,4403,4436,4470,4503,4537,4572,4606,4641,4675,4710,4745,4780,4815,4851,4887,4923,4960,4997,5034,5071,5109,5147,5185,5223,5262,5301,5341,5380,5420,5459,5500,5541,5582,5622,5664,5706,5749,5790,5833,5877,5920,5963,6008,6052,6097,6142,6187,6233,6280,6326,6373,6421,6468,6516,6565,6613,6662,6712,6761,6811,6862,6913,6964,7015,7067,7119,7172,7225,7279,7333,7387,7442,7497,7553,7610,7668,7726,7784,7843,7903,7962,8023,8083,8144,8206,8268,8387,8507,8626,8745,8865,8984,9103,9223,9342,9461,9581,9700,9819,9939,10060,10180,10300,10420,10540,10650,10770,10860,11040,11240,11470,11730,12010,12300,12610,12920,13220,13500,13730,13900,14010,14050,14020,13940,13800,13630,13400,13120,12790,12420,12030,11640,11290,11000,10790,10660,10600,10620,10690,10780,10870,10970,11050,11130,11200,11250,11280,11280,11260,11210,11150,11070,10980,10880,10770,10670,10570,10480,10400,10320,10250,10190,10140,10090,10050,10010,9964,9922,9879,9834,9788,9739
svk,Slovak Republic,88640,88640,88640,88640,88640,88640,88640,88640,88640,88640,88640,88660,88690,88740,88800,88880,88970,89080,89200,89340,89500,89670,89860,90070,90290,90520,90780,91050,91330,91640,91960,92290,92630,92960,93300,93640,93990,94330,94670,95020,95360,95710,96060,96410,96760,97120,97470,97830,98180,98540,98900,99260,99610,99970,100300,100700,101000,101400,101800,102100,102500,102900,103200,103600,104000,104400,104700,105100,105500,105900,106200,106600,114500,115000,115500,116000,116500,117000,116600,116100,115600,115100,114600,115700,116700,117800,118900,119900,119000,118000,117100,116100,115200,115200,115200,115200,115200,115300,114600,113900,113200,112600,111900,111100,110200,109400,108600,107700,106500,105200,103900,102600,101300,92180,82970,73680,64340,54920,69880,81960,94130,108300,103100,101100,95510,91100,90840,86780,85690,81780,82630,83470,84310,85150,86000,86840,87680,88530,89370,90210,91060,91900,92740,93590,94430,95270,96120,96960,97800,98650,99490,99400,99130,98700,98110,97340,96410,95300,94030,92580,90970,89220,87360,85500,83760,82310,81360,81000,81270,82170,83670,85700,88060,90510,92870,94920,96450,97400,97740,97470,96630,95360,93820,92180,90500,88840,87200,85520,83720,81800,79690,77290,74600,71670,68570,65410,62340,59490,57000,54970,53490,52620,52300,52430,52930,53670,54520,55360,56080,56610,56930,57070,57120,57120,57080,57000
svn,Slovenia,16440,16410,16380,16350,16320,16290,16260,16230,16200,16170,16110,16090,16070,16060,16060,16060,16080,16090,16120,16150,16190,16240,16290,16350,16410,16490,16570,16660,16720,16820,16930,17050,17170,17280,17400,17520,17640,17760,17890,18010,18130,18260,18380,18510,18640,18760,18850,18980,19110,19240,19370,19500,19640,19770,19900,20040,20180,21680,21280,22670,20190,22060,21570,22790,22650,22710,23400,22970,24680,25330,25770,25120,24670,26230,25700,26470,27470,26150,25910,26780,27890,27490,28130,28550,29450,29380,30230,30240,30160,30690,28520,30970,30270,30800,31080,32350,32180,32740,31910,32470,32760,33140,34010,33050,33730,33240,33830,33110,33810,35040,34720,33150,32490,33200,32210,25990,19670,19840,20020,25470,30780,34710,34560,35910,35520,34890,33880,33580,33270,31480,31540,31610,31670,31730,31800,31860,31920,31980,32050,32110,32170,32240,32300,32360,32420,32490,32550,32610,32680,32740,32800,32400,31640,30980,30420,29940,29550,29250,29030,28870,28750,28660,28570,28480,28390,28280,28180,28110,28080,28090,28180,28340,28570,28860,29160,29460,29700,29840,29870,29770,29530,29170,28720,28210,27640,27000,26260,25420,24480,23480,22470,21500,20620,19860,19250,18780,18420,18130,17880,17680,17540,17490,17560,17760,18080,18490,18990,19520,20040,20520,20930,21240,21450,21570,21600,21520
swe,Sweden,67610,70720,74870,74520,76370,76480,74560,75770,73890,64420,80000,86110,82300,73330,77370,86790,88780,84550,86260,84780,85440,92680,94710,98160,93000,99190,95660,86820,94160,98580,93970,87910,89840,100300,100100,97860,96250,94090,90400,91550,98480,95920,101000,99170,104600,103300,99250,98970,102400,111900,109700,110300,107800,111300,120100,115000,115200,119900,129900,132000,132700,125200,129500,131600,132800,130900,133300,125200,112600,116800,120100,128100,127500,131800,133000,135400,135000,136900,132400,136400,132200,131900,134100,133100,138900,137100,139300,139500,136100,131900,133600,135900,130500,133200,132800,135600,135000,133400,136600,133700,138000,139200,137300,134200,135400,135800,137100,137100,139000,139400,135500,132800,132800,130400,129800,123500,122100,121100,118200,115400,138600,127300,116600,113400,109100,106500,102300,98300,98180,93100,94080,95060,96040,97020,98000,98980,99960,100900,101900,102900,103900,104900,105800,106800,107800,108800,109700,110700,111700,112700,113700,112400,110100,108400,107100,106300,106000,106200,106800,107800,109100,110600,112100,113600,114900,115900,116500,116700,116400,115700,114500,112800,110700,108200,105500,102800,100100,97720,95660,94130,93310,93380,94310,96010,98360,101300,104700,108200,111700,114700,116700,117300,116200,113600,109700,105000,100300,96140,93140,91540,91440,92700,94840,97400,100100,102800,105300,107600,109600,111300,112800,114000,115200,116300,117500,118800
swz,Eswatini,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3981,3983,3984,3986,3987,3988,3990,3991,3992,3994,3995,3996,3998,3999,4001,4002,4003,4005,4006,4007,4009,4010,4012,4013,4014,4016,4017,4018,4020,4021,4023,4024,4025,4027,4028,4029,4031,4032,4033,4035,4036,4038,4039,4040,4042,4043,4044,4046,4047,4049,4063,4090,4100,4149,4216,4301,4404,4499,4655,4817,4953,5101,5173,5193,5213,5234,5255,5275,5294,5313,5332,5384,5471,5592,5716,5843,5972,6105,6240,6378,6711,7044,7378,7711,8044,8377,8711,9044,9377,9710,10040,10380,10710,11040,11380,11710,12040,12380,12710,13040,13380,13510,13790,14090,14400,14720,15060,15420,15790,16180,16590,17030,17490,17970,18480,19020,19590,20180,20790,21420,22060,22710,23360,24020,24690,25370,26050,26760,27490,28250,29060,29950,30910,31930,32970,33970,34880,35650,36240,36620,36800,36770,36580,36280,35920,35540,35160,34820,34540,34340,34250,34270,34380,34570,34830,35140,35500,35870,36240,36590,36910,37180,37400,37570,37680,37730
syc,Seychelles,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,458,458,459,459,460,461,462,463,463,465,466,467,468,470,471,473,474,476,478,479,481,483,484,486,488,489,491,493,494,496,498,500,501,503,505,506,508,510,512,514,515,517,519,521,522,524,526,528,530,532,533,535,537,539,541,543,545,546,548,550,552,554,556,558,560,562,564,566,568,569,571,574,576,580,584,589,595,601,609,617,627,637,648,659,671,683,696,708,721,735,749,763,777,792,807,821,836,846,853,860,867,874,882,889,896,904,911,919,926,933,940,947,955,962,969,994.5,1020,1046,1071,1097,1122,1148,1173,1199,1224,1250,1275,1301,1326,1352,1377,1403,1428,1454,1479,1505,1493,1473,1462,1459,1465,1478,1499,1527,1560,1596,1634,1672,1706,1736,1762,1783,1802,1818,1832,1844,1853,1859,1862,1862,1860,1857,1853,1848,1843,1837,1829,1818,1803,1785,1766,1745,1724,1705,1687,1669,1649,1626,1600,1573,1547,1527,1516,1515,1525,1546,1575,1610,1646,1680,1710,1734,1751,1760,1762,1756,1741,1719,1692,1662,1628
